symbol,name,token
NDLVENTURE-EQ,NDLVENTURE,14547
NDRAUTO-EQ,NDRAUTO,22255
NECCLTD-EQ,NECCLTD,13522
NELCAST-EQ,NELCAST,14761
NELCO-EQ,NELCO,2388
NEOGEN-EQ,NEOGEN,9917
NESCO-EQ,NESCO,15409
NESTLEIND-EQ,NESTLEIND,17963
NETF-EQ,NETF,7838
NETWEB-EQ,NETWEB,17433
NETWORK18-EQ,NETWORK18,14111
NEULANDLAB-EQ,NEULANDLAB,2406
NEWGEN-EQ,NEWGEN,1164
NEXT30ADD-EQ,NEXT30ADD,29464
NEXT50-EQ,NEXT50,17181
NEXT50IETF-EQ,NEXT50IETF,4529
NEXTMEDIA-EQ,NEXTMEDIA,9867
NFL-EQ,NFL,13925
NGIL-EQ,NGIL,5401
NGLFINE-EQ,NGLFINE,10277
NH-EQ,NH,11840
NHPC-EQ,NHPC,17400
NIACL-EQ,NIACL,399
NIBE-EQ,NIBE,29487
NIF100BEES-EQ,NIF100BEES,29577
NIF100IETF-EQ,NIF100IETF,30392
NIF10GETF-EQ,NIF10GETF,22524
NIF5GETF-EQ,NIF5GETF,22521
NIFITETF-EQ,NIFITETF,22488
NIFMID150-EQ,NIFMID150,18347
NIFTY1-EQ,NIFTY1,18102
NIFTY100EW-EQ,NIFTY100EW,29944
NIFTY50ADD-EQ,NIFTY50ADD,7451
NIFTYBEES-EQ,NIFTYBEES,10576
NIFTYBETF-EQ,NIFTYBETF,21959
NIFTYETF-EQ,NIFTYETF,6353
NIFTYIETF-EQ,NIFTYIETF,29553
NIFTYQLITY-EQ,NIFTYQLITY,10690
NIITLTD-EQ,NIITLTD,11522
NIITMTS-EQ,NIITMTS,17747
NILAINFRA-EQ,NILAINFRA,9253
NILASPACES-EQ,NILASPACES,7411
NILKAMAL-EQ,NILKAMAL,2421
NINSYS-EQ,NINSYS,14194
NIPPOBATRY-EQ,NIPPOBATRY,6782
NIRAJ-EQ,NIRAJ,255
NITCO-EQ,NITCO,13300
NITINSPIN-EQ,NITINSPIN,13175
NITIRAJ-EQ,NITIRAJ,3247
NIVABUPA-EQ,NIVABUPA,27097
NKIND-EQ,NKIND,2439
NLCINDIA-EQ,NLCINDIA,8585
NMDC-EQ,NMDC,15332
NOCIL-EQ,NOCIL,2442
NORTHARC-EQ,NORTHARC,25426
NOVAAGRI-EQ,NOVAAGRI,22477
NPBET-EQ,NPBET,12978
NPST-EQ,NPST,756324
NRBBEARING-EQ,NRBBEARING,7553
NSIL-EQ,NSIL,11239
NSLNISP-EQ,NSLNISP,14180
NTPC-EQ,NTPC,11630
NTPCGREEN-EQ,NTPCGREEN,27176
NUCLEUS-EQ,NUCLEUS,10791
NURECA-EQ,NURECA,2350
NUVAMA-EQ,NUVAMA,18721
NUVOCO-EQ,NUVOCO,5426
NV20-EQ,NV20,11457
NV20BEES-EQ,NV20BEES,9847
NV20IETF-EQ,NV20IETF,17475
NYKAA-EQ,NYKAA,6545
OAL-EQ,OAL,10768
OBCL-EQ,OBCL,8797
OBEROIRLTY-EQ,OBEROIRLTY,20242
OFSS-EQ,OFSS,10738
OIL-EQ,OIL,17438
OILCOUNTUB-EQ,OILCOUNTUB,2472
OILIETF-EQ,OILIETF,24533
OLAELEC-EQ,OLAELEC,24777
OLECTRA-EQ,OLECTRA,10637
OMAXAUTO-EQ,OMAXAUTO,10922
OMAXE-EQ,OMAXE,14853
OMINFRAL-EQ,OMINFRAL,24231
ONESOURCE-EQ,ONESOURCE,29224
ONGC-EQ,ONGC,2475
ONMOBILE-EQ,ONMOBILE,15278
OPTIEMUS-EQ,OPTIEMUS,21469
ORCHPHARMA-EQ,ORCHPHARMA,926
ORICONENT-EQ,ORICONENT,10159
ORIENTBELL-EQ,ORIENTBELL,14278
ORIENTCEM-EQ,ORIENTCEM,30089
ORIENTCER-EQ,ORIENTCER,13111
ORIENTELEC-EQ,ORIENTELEC,2972
ORIENTHOT-EQ,ORIENTHOT,2493
ORIENTLTD-EQ,ORIENTLTD,18208
ORIENTPPR-EQ,ORIENTPPR,2496
ORIENTTECH-EQ,ORIENTTECH,24961
ORISSAMINE-EQ,ORISSAMINE,19931
ORTINGLOBE-EQ,ORTINGLOBE,2979
OSWALAGRO-EQ,OSWALAGRO,2514
OSWALGREEN-EQ,OSWALGREEN,471
OSWALPUMPS-EQ,OSWALPUMPS,756802
OSWALSEEDS-EQ,OSWALSEEDS,14305
PAGEIND-EQ,PAGEIND,14413
PAISALO-EQ,PAISALO,25468
PAKKA-EQ,PAKKA,17197
PALASHSECU-EQ,PALASHSECU,21383
PANACEABIO-EQ,PANACEABIO,4055
PANAMAPET-EQ,PANAMAPET,25392
PARACABLES-EQ,PARACABLES,13951
PARADEEP-EQ,PARADEEP,9741
PARAGMILK-EQ,PARAGMILK,17130
PARAS-EQ,PARAS,5911
PARASPETRO-EQ,PARASPETRO,3972
PARKHOTELS-EQ,PARKHOTELS,22649
PASHUPATI-EQ,PASHUPATI,757955
PASUPTAC-EQ,PASUPTAC,6045
PATANJALI-EQ,PATANJALI,17029
PATELENG-EQ,PATELENG,11699
PATINTLOG-EQ,PATINTLOG,15219
PAVNAIND-EQ,PAVNAIND,16192
PAYTM-EQ,PAYTM,6705
PCBL-EQ,PCBL,2649
PCJEWELLER-EQ,PCJEWELLER,29124
PDMJEPAPER-EQ,PDMJEPAPER,15377
PDSL-EQ,PDSL,5264
PEARLPOLY-EQ,PEARLPOLY,2610
PEL-EQ,PEL,2412
PENIND-EQ,PENIND,20621
PENINLAND-EQ,PENINLAND,2256
PERSISTENT-EQ,PERSISTENT,18365
PETRONET-EQ,PETRONET,11351
PFC-EQ,PFC,14299
PFIZER-EQ,PFIZER,2643
PFOCUS-EQ,PFOCUS,13496
PFS-EQ,PFS,22602
PGEL-EQ,PGEL,25358
PGHH-EQ,PGHH,2535
PGHL-EQ,PGHL,940
PGIL-EQ,PGIL,14260
PHARMABEES-EQ,PHARMABEES,4973
PHOENIXLTD-EQ,PHOENIXLTD,14552
PICCADIL-EQ,PICCADIL,757754
PIDILITIND-EQ,PIDILITIND,2664
PIIND-EQ,PIIND,24184
PILANIINVS-EQ,PILANIINVS,11445
PIONEEREMB-EQ,PIONEEREMB,13463
PITTIENG-EQ,PITTIENG,14134
PIXTRANS-EQ,PIXTRANS,9087
PLASTIBLEN-EQ,PLASTIBLEN,13920
PLATIND-EQ,PLATIND,22930
PLAZACABLE-EQ,PLAZACABLE,19458
PNB-EQ,PNB,10666
PNBGILTS-EQ,PNBGILTS,8736
PNBHOUSING-EQ,PNBHOUSING,18908
PNCINFRA-EQ,PNCINFRA,9385
PNGJL-EQ,PNGJL,25312
POCL-EQ,POCL,14385
PODDARMENT-EQ,PODDARMENT,19036
POKARNA-EQ,POKARNA,17651
POLICYBZR-EQ,POLICYBZR,6656
POLYCAB-EQ,POLYCAB,9590
POLYMED-EQ,POLYMED,25718
POLYPLEX-EQ,POLYPLEX,2687
PONNIERODE-EQ,PONNIERODE,10661
POONAWALLA-EQ,POONAWALLA,11403
POWERGRID-EQ,POWERGRID,14977
POWERINDIA-EQ,POWERINDIA,18457
POWERMECH-EQ,POWERMECH,10473
PPL-EQ,PPL,10297
PPLPHARMA-EQ,PPLPHARMA,11571
PRABHA-EQ,PRABHA,30134
PRAENG-EQ,PRAENG,13941
PRAJIND-EQ,PRAJIND,2705
PRAKASH-EQ,PRAKASH,2708
PRAKASHSTL-EQ,PRAKASHSTL,19599
PRECAM-EQ,PRECAM,12603
PRECWIRE-EQ,PRECWIRE,2717
PREMEXPLN-EQ,PREMEXPLN,17397
PREMIERENE-EQ,PREMIERENE,25049
PREMIERPOL-EQ,PREMIERPOL,3908
PRESTIGE-EQ,PRESTIGE,20302
PRICOLLTD-EQ,PRICOLLTD,19631
PRIMESECU-EQ,PRIMESECU,11864
PRIMO-EQ,PRIMO,756925
PRINCEPIPE-EQ,PRINCEPIPE,16045
PRITI-EQ,PRITI,8304
PRITIKAUTO-EQ,PRITIKAUTO,5292
PRIVISCL-EQ,PRIVISCL,8825
PROSTARM-EQ,PROSTARM,758173
PROTEAN-EQ,PROTEAN,29472
PROZONER-EQ,PROZONER,28859
PRSMJOHNSN-EQ,PRSMJOHNSN,2739
PRUDENT-EQ,PRUDENT,9553
PRUDMOULI-EQ,PRUDMOULI,20527
PSB-EQ,PSB,21001
PSPPROJECT-EQ,PSPPROJECT,20877
PSUBANK-EQ,PSUBANK,15061
PSUBANKADD-EQ,PSUBANKADD,17616
PSUBNKBEES-EQ,PSUBNKBEES,15032
PSUBNKIETF-EQ,PSUBNKIETF,14584
PTC-EQ,PTC,11355
PTCIL-EQ,PTCIL,16682
PTL-EQ,PTL,14101
PUNJABCHEM-EQ,PUNJABCHEM,4344
PURVA-EQ,PURVA,14922
PVP-EQ,PVP,4010
PVRINOX-EQ,PVRINOX,13147
PVSL-EQ,PVSL,23142
PVTBANIETF-EQ,PVTBANIETF,11386
PVTBANKADD-EQ,PVTBANKADD,17576
PYRAMID-EQ,PYRAMID,18250
QGOLDHALF-EQ,QGOLDHALF,15330
QNIFTY-EQ,QNIFTY,16819
QPOWER-EQ,QPOWER,29711
QUADFUTURE-EQ,QUADFUTURE,29087
QUAL30IETF-EQ,QUAL30IETF,17808
QUALITY30-EQ,QUALITY30,757946
QUESS-EQ,QUESS,17704
QUICKHEAL-EQ,QUICKHEAL,13116
RACE-EQ,RACE,15391
RACLGEAR-EQ,RACLGEAR,27171
RADAAN-EQ,RADAAN,10932
RADHIKAJWE-EQ,RADHIKAJWE,10343
RADIANTCMS-EQ,RADIANTCMS,13580
RADICO-EQ,RADICO,10990
RADIOCITY-EQ,RADIOCITY,19877
RAILTEL-EQ,RAILTEL,2431
RAIN-EQ,RAIN,15337
RAINBOW-EQ,RAINBOW,9408
RAJESHEXPO-EQ,RAJESHEXPO,7401
RAJOOENG-EQ,RAJOOENG,757049
RAJRATAN-EQ,RAJRATAN,18962
RAJSREESUG-EQ,RAJSREESUG,2809
RALLIS-EQ,RALLIS,2816
RAMASTEEL-EQ,RAMASTEEL,10300
RAMCOCEM-EQ,RAMCOCEM,2043
RAMCOIND-EQ,RAMCOIND,4587
RAMKY-EQ,RAMKY,20134
RAMRAT-EQ,RAMRAT,10485
RANASUG-EQ,RANASUG,2837
RANEHOLDIN-EQ,RANEHOLDIN,2844
RATEGAIN-EQ,RATEGAIN,7177
RATNAMANI-EQ,RATNAMANI,13451
RATNAVEER-EQ,RATNAVEER,18423
RAYMOND-EQ,RAYMOND,2859
RAYMONDLSL-EQ,RAYMONDLSL,25073
RAYMONDREL-EQ,RAYMONDREL,758551
RBA-EQ,RBA,1494
RBLBANK-EQ,RBLBANK,18391
RBZJEWEL-EQ,RBZJEWEL,20874
RCF-EQ,RCF,2866
RECLTD-EQ,RECLTD,15355
REDINGTON-EQ,REDINGTON,14255
REDTAPE-EQ,REDTAPE,17859
REFEX-EQ,REFEX,17764
REGENCERAM-EQ,REGENCERAM,4130
RELAXO-EQ,RELAXO,24225
RELCHEMQ-EQ,RELCHEMQ,9652
RELIABLE-EQ,RELIABLE,24378
RELIANCE-EQ,RELIANCE,2885
RELIGARE-EQ,RELIGARE,15068
REMSONSIND-EQ,REMSONSIND,3965
RENUKA-EQ,RENUKA,12026
REPCOHOME-EQ,REPCOHOME,29598
REPL-EQ,REPL,1480
REPRO-EQ,REPRO,13126
RESPONIND-EQ,RESPONIND,20323
RETAIL-EQ,RETAIL,24145
RGL-EQ,RGL,15129
RHIM-EQ,RHIM,31163
RHL-EQ,RHL,15157
RICOAUTO-EQ,RICOAUTO,2909
RIIL-EQ,RIIL,2912
RISHABH-EQ,RISHABH,18417
RITCO-EQ,RITCO,8944
RITES-EQ,RITES,3761
RKDL-EQ,RKDL,20950
RKEC-EQ,RKEC,1547
RKFORGE-EQ,RKFORGE,11411
RKSWAMY-EQ,RKSWAMY,23043
RML-EQ,RML,11975
ROHLTD-EQ,ROHLTD,13182
ROLEXRINGS-EQ,ROLEXRINGS,5279
ROSSARI-EQ,ROSSARI,19410
ROSSELLIND-EQ,ROSSELLIND,28913
ROSSTECH-EQ,ROSSTECH,27353
ROTO-EQ,ROTO,9049
ROUTE-EQ,ROUTE,128
RPEL-EQ,RPEL,24735
RPGLIFE-EQ,RPGLIFE,16725
RPPINFRA-EQ,RPPINFRA,20760
RPPL-EQ,RPPL,6913
RPSGVENT-EQ,RPSGVENT,8119
RPTECH-EQ,RPTECH,22670
RRKABEL-EQ,RRKABEL,18566
RSWM-EQ,RSWM,2794
RSYSTEMS-EQ,RSYSTEMS,13414
RTNINDIA-EQ,RTNINDIA,27297
RTNPOWER-EQ,RTNPOWER,17520
RUBFILA-EQ,RUBFILA,24730
RUBYMILLS-EQ,RUBYMILLS,2939
RUCHIRA-EQ,RUCHIRA,13821
RUPA-EQ,RUPA,25724
RUSHIL-EQ,RUSHIL,24595
RUSTOMJEE-EQ,RUSTOMJEE,12219
RVHL-EQ,RVHL,1565
RVNL-EQ,RVNL,9552
SADBHAV-EQ,SADBHAV,13236
SADBHIN-EQ,SADBHIN,10618
SAFARI-EQ,SAFARI,13035
SAGARDEEP-EQ,SAGARDEEP,8175
SAGCEM-EQ,SAGCEM,14068
SAGILITY-EQ,SAGILITY,27052
SAHYADRI-EQ,SAHYADRI,14900
SAIL-EQ,SAIL,2963
SAILIFE-EQ,SAILIFE,27839
SAKHTISUG-EQ,SAKHTISUG,2969
SAKSOFT-EQ,SAKSOFT,11794
SALASAR-EQ,SALASAR,21362
SALONA-EQ,SALONA,17351
SALSTEEL-EQ,SALSTEEL,11634
SALZERELEC-EQ,SALZERELEC,11399
SAMBHAAV-EQ,SAMBHAAV,4127
SAMBHV-EQ,SAMBHV,757767
SAMHI-EQ,SAMHI,18614
SAMMAANCAP-EQ,SAMMAANCAP,30125
SAMPANN-EQ,SAMPANN,27303
SANATHAN-EQ,SANATHAN,28805
SANDESH-EQ,SANDESH,2988
SANDHAR-EQ,SANDHAR,2397
SANDUMA-EQ,SANDUMA,18359
SANGAMIND-EQ,SANGAMIND,4184
SANGHIIND-EQ,SANGHIIND,2997
SANGHVIMOV-EQ,SANGHVIMOV,14058
SANGINITA-EQ,SANGINITA,11032
SANOFI-EQ,SANOFI,1442
SANOFICONR-EQ,SANOFICONR,25222
SANSERA-EQ,SANSERA,5751
SANSTAR-EQ,SANSTAR,24582
SAPPHIRE-EQ,SAPPHIRE,6718
SARDAEN-EQ,SARDAEN,17758
SAREGAMA-EQ,SAREGAMA,4892
SARVESHWAR-EQ,SARVESHWAR,12913
SASKEN-EQ,SASKEN,11983
SASTASUNDR-EQ,SASTASUNDR,20063
SATIA-EQ,SATIA,11045
SATIN-EQ,SATIN,10453
SAURASHCEM-EQ,SAURASHCEM,3018
SBC-EQ,SBC,6792
SBCL-EQ,SBCL,4656
SBFC-EQ,SBFC,18026
SBIBPB-EQ,SBIBPB,30290
SBICARD-EQ,SBICARD,17971
SBIETFCON-EQ,SBIETFCON,5168
SBIETFIT-EQ,SBIETFIT,740
SBIETFPB-EQ,SBIETFPB,722
SBIETFQLTY-EQ,SBIETFQLTY,7218
SBILIFE-EQ,SBILIFE,21808
SBIN-EQ,SBIN,3045
SBINEQWETF-EQ,SBINEQWETF,24524
SBISILVER-EQ,SBISILVER,24366
SCHAEFFLER-EQ,SCHAEFFLER,1011
SCHAND-EQ,SCHAND,20698
SCI-EQ,SCI,3048
SCILAL-EQ,SCILAL,23127
SCODATUBES-EQ,SCODATUBES,757478
SCPL-EQ,SCPL,12072
SDBL-EQ,SDBL,1338
SDL26BEES-EQ,SDL26BEES,3022
SEAMECLTD-EQ,SEAMECLTD,2616
SECURKLOUD-EQ,SECURKLOUD,11058
SELAN-EQ,SELAN,13598
SELECTIPO-EQ,SELECTIPO,30109
SENCO-EQ,SENCO,17271
SENORES-EQ,SENORES,28888
SENSEXADD-EQ,SENSEXADD,17613
SENSEXETF-EQ,SENSEXETF,19224
SENSEXIETF-EQ,SENSEXIETF,4378
SEPC-EQ,SEPC,15308
SEQUENT-EQ,SEQUENT,14296
SERVOTECH-EQ,SERVOTECH,5507
SESHAPAPER-EQ,SESHAPAPER,3066
SETF10GILT-EQ,SETF10GILT,17395
SETFGOLD-EQ,SETFGOLD,17272
SETFNIF50-EQ,SETFNIF50,10176
SETFNIFBK-EQ,SETFNIFBK,7361
SETFNN50-EQ,SETFNN50,7353
SFL-EQ,SFL,19184
SGIL-EQ,SGIL,5114
SHAHALLOYS-EQ,SHAHALLOYS,11856
SHAILY-EQ,SHAILY,8727
SHAKTIPUMP-EQ,SHAKTIPUMP,25574
SHALBY-EQ,SHALBY,714
SHALPAINTS-EQ,SHALPAINTS,15342
SHANKARA-EQ,SHANKARA,20321
SHANTIGEAR-EQ,SHANTIGEAR,3078
SHARDACROP-EQ,SHARDACROP,4992
SHARDAMOTR-EQ,SHARDAMOTR,10530
SHAREINDIA-EQ,SHAREINDIA,104
SHARIABEES-EQ,SHARIABEES,17044
SHIVALIK-EQ,SHIVALIK,7016
SHIVAMAUTO-EQ,SHIVAMAUTO,13756
SHIVAMILLS-EQ,SHIVAMILLS,1497
SHIVATEX-EQ,SHIVATEX,804
SHK-EQ,SHK,11212
SHOPERSTOP-EQ,SHOPERSTOP,11813
SHRADHA-EQ,SHRADHA,708
SHREDIGCEM-EQ,SHREDIGCEM,3099
SHREECEM-EQ,SHREECEM,3103
SHREEPUSHK-EQ,SHREEPUSHK,10588
SHREERAMA-EQ,SHREERAMA,7627
SHRENIK-EQ,SHRENIK,11149
SHRIPISTON-EQ,SHRIPISTON,17186
SHRIRAMFIN-EQ,SHRIRAMFIN,4306
SHRIRAMPPS-EQ,SHRIRAMPPS,7200
SHYAMMETL-EQ,SHYAMMETL,4693
SIEMENS-EQ,SIEMENS,3150
SIGACHI-EQ,SIGACHI,6663
SIGNATURE-EQ,SIGNATURE,18743
SIGNPOST-EQ,SIGNPOST,22656
SIKKO-EQ,SIKKO,6218
SIL-EQ,SIL,11297
SILINV-EQ,SILINV,4105
SILLYMONKS-EQ,SILLYMONKS,19097
SILVER-EQ,SILVER,8003
SILVER1-EQ,SILVER1,13082
SILVER360-EQ,SILVER360,756150
SILVERADD-EQ,SILVERADD,10761
SILVERBEES-EQ,SILVERBEES,8080
SILVERCASE-EQ,SILVERCASE,30274
SILVERETF-EQ,SILVERETF,15085
SILVERIETF-EQ,SILVERIETF,7942
SILVERTUC-EQ,SILVERTUC,9422
SILVRETF-EQ,SILVRETF,16777
SIMPLEXINF-EQ,SIMPLEXINF,3162
SINCLAIR-EQ,SINCLAIR,23480
SINDHUTRAD-EQ,SINDHUTRAD,16859
SINTERCOM-EQ,SINTERCOM,381
SIRCA-EQ,SIRCA,11050
SIS-EQ,SIS,21501
SIYSIL-EQ,SIYSIL,14096
SJS-EQ,SJS,6643
SJVN-EQ,SJVN,18883
SKFINDIA-EQ,SKFINDIA,3186
SKIPPER-EQ,SKIPPER,9428
SKYGOLD-EQ,SKYGOLD,13631
SMALLCAP-EQ,SMALLCAP,22832
SMARTLINK-EQ,SMARTLINK,9889
SMARTWORKS-EQ,SMARTWORKS,757965
SMCGLOBAL-EQ,SMCGLOBAL,2320
SMLISUZU-EQ,SMLISUZU,3387
SMLT-EQ,SMLT,6843
SMSLIFE-EQ,SMSLIFE,21551
SMSPHARMA-EQ,SMSPHARMA,14329
SNOWMAN-EQ,SNOWMAN,4843
SNXT30BEES-EQ,SNXT30BEES,757455
SOBHA-EQ,SOBHA,13826
SOFTTECH-EQ,SOFTTECH,8266
SOLARA-EQ,SOLARA,3672
SOLARINDS-EQ,SOLARINDS,13332
SOMANYCERA-EQ,SOMANYCERA,3880
SOMICONVEY-EQ,SOMICONVEY,17794
SONACOMS-EQ,SONACOMS,4684
SONAMLTD-EQ,SONAMLTD,8806
SONATSOFTW-EQ,SONATSOFTW,6596
SOTL-EQ,SOTL,3021
SOUTHBANK-EQ,SOUTHBANK,5948
SPAL-EQ,SPAL,18252
SPANDANA-EQ,SPANDANA,11435
SPARC-EQ,SPARC,14788
SPECIALITY-EQ,SPECIALITY,27107
SPECTRUM-EQ,SPECTRUM,30455
SPENCERS-EQ,SPENCERS,8163
SPIC-EQ,SPIC,3252
SPLPETRO-EQ,SPLPETRO,9617
SPMLINFRA-EQ,SPMLINFRA,3321
SPORTKING-EQ,SPORTKING,10733
SRD-EQ,SRD,25737
SREEL-EQ,SREEL,31837
SRF-EQ,SRF,3273
SRGHFL-EQ,SRGHFL,18119
SRHHYPOLTD-EQ,SRHHYPOLTD,14582
SRM-EQ,SRM,23402
SSDL-EQ,SSDL,24856
SSWL-EQ,SSWL,11829
STALLION-EQ,STALLION,29204
STANLEY-EQ,STANLEY,24226
STAR-EQ,STAR,7374
STARCEMENT-EQ,STARCEMENT,21091
STARHEALTH-EQ,STARHEALTH,7083
STARPAPER-EQ,STARPAPER,3291
STARTECK-EQ,STARTECK,9305
STEELCAS-EQ,STEELCAS,6803
STEELCITY-EQ,STEELCITY,10406
STEELXIND-EQ,STEELXIND,21339
STEL-EQ,STEL,21484
STERTOOLS-EQ,STERTOOLS,4299
STLTECH-EQ,STLTECH,9309
STOVEKRAFT-EQ,STOVEKRAFT,2107
STYLAMIND-EQ,STYLAMIND,5186
STYLEBAAZA-EQ,STYLEBAAZA,25114
STYRENIX-EQ,STYRENIX,19
SUBROS-EQ,SUBROS,3324
SUDARSCHEM-EQ,SUDARSCHEM,3327
SUKHJITS-EQ,SUKHJITS,11804
SULA-EQ,SULA,13218
SUMICHEM-EQ,SUMICHEM,17105
SUMIT-EQ,SUMIT,11140
SUMMITSEC-EQ,SUMMITSEC,21275
SUNCLAY-EQ,SUNCLAY,20956
SUNDARAM-EQ,SUNDARAM,18931
SUNDARMFIN-EQ,SUNDARMFIN,3339
SUNDARMHLD-EQ,SUNDARMHLD,2183
SUNDRMBRAK-EQ,SUNDRMBRAK,4179
SUNDRMFAST-EQ,SUNDRMFAST,3345
SUNDROP-EQ,SUNDROP,1663
SUNFLAG-EQ,SUNFLAG,3348
SUNPHARMA-EQ,SUNPHARMA,3351
SUNTECK-EQ,SUNTECK,17641
SUNTV-EQ,SUNTV,13404
SUPERHOUSE-EQ,SUPERHOUSE,20616
SUPERSPIN-EQ,SUPERSPIN,3357
SUPRAJIT-EQ,SUPRAJIT,11689
SUPREME-EQ,SUPREME,29439
SUPREMEIND-EQ,SUPREMEIND,3363
SUPRIYA-EQ,SUPRIYA,7390
SURAJEST-EQ,SURAJEST,20822
SURAJLTD-EQ,SURAJLTD,24966
SURAKSHA-EQ,SURAKSHA,27334
SURANASOL-EQ,SURANASOL,21077
SURANAT&P-EQ,SURANAT&P,10700
SURYALAXMI-EQ,SURYALAXMI,11852
SURYAROSNI-EQ,SURYAROSNI,3375
SURYODAY-EQ,SURYODAY,2970
SUTLEJTEX-EQ,SUTLEJTEX,13801
SUZLON-EQ,SUZLON,12018
SVPGLOB-EQ,SVPGLOB,5020
SWANENERGY-EQ,SWANENERGY,27095
SWARAJENG-EQ,SWARAJENG,3384
SWELECTES-EQ,SWELECTES,11909
SWIGGY-EQ,SWIGGY,27066
SWSOLAR-EQ,SWSOLAR,12489
SYMPHONY-EQ,SYMPHONY,24190
SYNGENE-EQ,SYNGENE,10243
SYRMA-EQ,SYRMA,10793
TAINWALCHM-EQ,TAINWALCHM,3396
TAJGVK-EQ,TAJGVK,9354
TALBROAUTO-EQ,TALBROAUTO,13648
TANLA-EQ,TANLA,13976
TARACHAND-EQ,TARACHAND,23512
TARC-EQ,TARC,1581
TARIL-EQ,TARIL,15174
TARMAT-EQ,TARMAT,14771
TARSONS-EQ,TARSONS,6943
TASTYBITE-EQ,TASTYBITE,20092
TATACHEM-EQ,TATACHEM,3405
TATACOMM-EQ,TATACOMM,3721
TATACONSUM-EQ,TATACONSUM,3432
TATAELXSI-EQ,TATAELXSI,3411
TATAGOLD-EQ,TATAGOLD,21401
TATAINVEST-EQ,TATAINVEST,1621
TATAMOTORS-EQ,TATAMOTORS,3456
TATAPOWER-EQ,TATAPOWER,3426
TATASTEEL-EQ,TATASTEEL,3499
TATATECH-EQ,TATATECH,20293
TATSILV-EQ,TATSILV,21428
TATVA-EQ,TATVA,5162
TBOTEK-EQ,TBOTEK,23740
TBZ-EQ,TBZ,27037
TCI-EQ,TCI,10580
TCIEXP-EQ,TCIEXP,19223
TCPLPACK-EQ,TCPLPACK,184
TCS-EQ,TCS,11536
TDPOWERSYS-EQ,TDPOWERSYS,25178
TEAMLEASE-EQ,TEAMLEASE,12716
TECH-EQ,TECH,6462
TECHM-EQ,TECHM,13538
TECHNOE-EQ,TECHNOE,6445
TEGA-EQ,TEGA,7105
TEJASNET-EQ,TEJASNET,21131
TEXINFRA-EQ,TEXINFRA,11549
TEXMOPIPES-EQ,TEXMOPIPES,18214
TEXRAIL-EQ,TEXRAIL,21828
TFCILTD-EQ,TFCILTD,3466
TGBHOTELS-EQ,TGBHOTELS,14607
THANGAMAYL-EQ,THANGAMAYL,18118
THEINVEST-EQ,THEINVEST,21427
THEJO-EQ,THEJO,19279
THELEELA-EQ,THELEELA,757014
THEMISMED-EQ,THEMISMED,14485
THERMAX-EQ,THERMAX,3475
THOMASCOOK-EQ,THOMASCOOK,3481
THYROCARE-EQ,THYROCARE,17032
TI-EQ,TI,19196
TIIL-EQ,TIIL,14223
TIINDIA-EQ,TIINDIA,312
TIMESGTY-EQ,TIMESGTY,10717
TIMETECHNO-EQ,TIMETECHNO,14707
TIMKEN-EQ,TIMKEN,14198
TINNARUBR-EQ,TINNARUBR,756020
TIPSFILMS-EQ,TIPSFILMS,11374
TIPSMUSIC-EQ,TIPSMUSIC,9117
TIRUMALCHM-EQ,TIRUMALCHM,3496
TITAGARH-EQ,TITAGARH,15414
TITAN-EQ,TITAN,3506
TMB-EQ,TMB,10945
TNIDETF-EQ,TNIDETF,8882
TNPETRO-EQ,TNPETRO,3509
TNPL-EQ,TNPL,3980
TOKYOPLAST-EQ,TOKYOPLAST,3837
TOLINS-EQ,TOLINS,25262
TOP100CASE-EQ,TOP100CASE,24081
TOP10ADD-EQ,TOP10ADD,25171
TOP15IETF-EQ,TOP15IETF,757781
TORNTPHARM-EQ,TORNTPHARM,3518
TORNTPOWER-EQ,TORNTPOWER,13786
TOTAL-EQ,TOTAL,22423
TOUCHWOOD-EQ,TOUCHWOOD,16908
TPLPLASTEH-EQ,TPLPLASTEH,9219
TRACXN-EQ,TRACXN,11582
TRANSRAILL-EQ,TRANSRAILL,28714
TRANSWORLD-EQ,TRANSWORLD,3129
TRAVELFOOD-EQ,TRAVELFOOD,757545
TREJHARA-EQ,TREJHARA,7518
TREL-EQ,TREL,17795
TRENT-EQ,TRENT,1964
TRF-EQ,TRF,17987
TRIDENT-EQ,TRIDENT,9685
TRIGYN-EQ,TRIGYN,5428
TRITURBINE-EQ,TRITURBINE,25584
TRIVENI-EQ,TRIVENI,13081
TTKHLTCARE-EQ,TTKHLTCARE,11369
TTKPRESTIG-EQ,TTKPRESTIG,3546
TVSHLTD-EQ,TVSHLTD,29008
TVSMOTOR-EQ,TVSMOTOR,8479
TVSSCS-EQ,TVSSCS,18151
TVSSRICHAK-EQ,TVSSRICHAK,14245
TVTODAY-EQ,TVTODAY,11275
UBL-EQ,UBL,16713
UCAL-EQ,UCAL,3570
UCOBANK-EQ,UCOBANK,11223
UDAICEMENT-EQ,UDAICEMENT,7276
UDS-EQ,UDS,19113
UFLEX-EQ,UFLEX,1053
UFO-EQ,UFO,9039
UGARSUGAR-EQ,UGARSUGAR,19578
UGROCAP-EQ,UGROCAP,5313
UJJIVANSFB-EQ,UJJIVANSFB,15228
ULTRACEMCO-EQ,ULTRACEMCO,11532
UMESLTD-EQ,UMESLTD,19142
